customer_id,car_model,contract_type,tenure_months,service_calls_last_3m,satisfaction_score,monthly_payment,complaint_level,text,churn
1027,Sedan Basic,subscription,58,2,3,348.72,2,Customer drives a Sedan Basic. Customer is neutral about the car. Some minor service issues were reported recently. Customer is on a flexible subscription contract. Customer is considering alternatives due to recurring issues.,1
1028,Sedan Premium,subscription,43,7,2,624.83,1,Customer drives a Sedan Premium. Customer is very unhappy with the car. Frequent service complaints about reliability and repairs. Customer says the monthly payment feels too expensive. Customer is on a flexible subscription contract.,1
1029,SUV Sport,subscription,45,5,4,533.49,3,Customer drives a SUV Sport. Customer is satisfied and generally likes the car. Frequent service complaints about reliability and repairs. Customer is on a flexible subscription contract. Customer mentions switching to another brand soon.,1
1030,SUV Family,finance,12,2,2,522.45,0,Customer drives a SUV Family. Customer is very unhappy with the car. Some minor service issues were reported recently. Customer is financing the car. Customer expresses loyalty to the brand.,1
1031,SUV Family,finance,4,2,5,305.62,3,Customer drives a SUV Family. Customer is satisfied and generally likes the car. Some minor service issues were reported recently. Customer is financing the car. Customer mentions switching to another brand soon.,1
1032,Sedan Premium,finance,18,3,3,227.48,2,Customer drives a Sedan Premium. Customer is neutral about the car. Frequent service complaints about reliability and repairs. Customer considers the monthly payment affordable. Customer is financing the car. Customer is considering alternatives due to recurring issues.,1
1033,Truck Utility,finance,51,0,3,531.58,1,Customer drives a Truck Utility. Customer is neutral about the car. No recent service issues or complaints. Customer is financing the car.,1
1034,Sedan Premium,lease,30,2,4,508.57,3,Customer drives a Sedan Premium. Customer is satisfied and generally likes the car. Some minor service issues were reported recently. Customer is currently leasing the vehicle. Customer mentions switching to another brand soon.,0
1035,Sedan Basic,subscription,47,2,1,416.47,1,Customer drives a Sedan Basic. Customer is very unhappy with the car. Some minor service issues were reported recently. Customer is on a flexible subscription contract.,1
1036,Truck Utility,finance,29,0,3,355.54,1,Customer drives a Truck Utility. Customer is neutral about the car. No recent service issues or complaints. Customer is financing the car.,0
1037,EV Compact,finance,29,1,4,224.33,2,Customer drives a EV Compact. Customer is satisfied and generally likes the car. Some minor service issues were reported recently. Customer considers the monthly payment affordable. Customer is financing the car. Customer is considering alternatives due to recurring issues.,0
1038,Sedan Basic,lease,36,0,4,504.09,2,Customer did not provide any comments.,0
1039,SUV Family,lease,57,2,2,542.34,2,Customer did not provide any comments.,0
1040,Truck Utility,finance,26,3,1,318.51,1,Customer drives a Truck Utility. Customer is very unhappy with the car. Frequent service complaints about reliability and repairs. Customer is financing the car.,1
1041,Truck Utility,finance,36,1,1,308.49,1,Customer drives a Truck Utility. Customer is very unhappy with the car. Some minor service issues were reported recently. Customer is financing the car.,0
1042,EV Compact,finance,55,2,5,548.93,1,Customer drives a EV Compact. Customer is satisfied and generally likes the car. Some minor service issues were reported recently. Customer is financing the car.,1
1043,SUV Family,lease,22,3,2,322.98,3,Customer drives a SUV Family. Customer is very unhappy with the car. Frequent service complaints about reliability and repairs. Customer is currently leasing the vehicle. Customer mentions switching to another brand soon.,1
1044,SUV Family,lease,50,4,1,613.49,1,Customer drives a SUV Family. Customer is very unhappy with the car. Frequent service complaints about reliability and repairs. Customer says the monthly payment feels too expensive. Customer is currently leasing the vehicle.,1
1045,Truck Utility,finance,32,4,3,386.91,3,Customer drives a Truck Utility. Customer is neutral about the car. Frequent service complaints about reliability and repairs. Customer is financing the car. Customer mentions switching to another brand soon.,1
1046,Sedan Basic,lease,52,2,5,353.61,0,Customer drives a Sedan Basic. Customer is satisfied and generally likes the car. Some minor service issues were reported recently. Customer is currently leasing the vehicle. Customer expresses loyalty to the brand.,0
1047,Sedan Premium,subscription,28,1,2,405.41,0,Customer drives a Sedan Premium. Customer is very unhappy with the car. Some minor service issues were reported recently. Customer is on a flexible subscription contract. Customer expresses loyalty to the brand.,1
1048,SUV Sport,lease,38,6,1,353.6,1,Customer drives a SUV Sport. Customer is very unhappy with the car. Frequent service complaints about reliability and repairs. Customer is currently leasing the vehicle.,1
1049,Truck Utility,lease,20,3,1,535.15,0,Customer drives a Truck Utility. Customer is very unhappy with the car. Frequent service complaints about reliability and repairs. Customer is currently leasing the vehicle. Customer expresses loyalty to the brand.,1
1050,Sedan Basic,lease,38,2,1,506.3,3,Customer drives a Sedan Basic. Customer is very unhappy with the car. Some minor service issues were reported recently. Customer is currently leasing the vehicle. Customer mentions switching to another brand soon.,1
1051,SUV Sport,finance,20,3,2,530.57,1,Customer drives a SUV Sport. Customer is very unhappy with the car. Frequent service complaints about reliability and repairs. Customer is financing the car.,1
1052,SUV Family,finance,36,3,1,422.14,0,Customer drives a SUV Family. Customer is very unhappy with the car. Frequent service complaints about reliability and repairs. Customer is financing the car. Customer expresses loyalty to the brand.,0
1053,SUV Sport,finance,47,1,4,345.24,2,Customer drives a SUV Sport. Customer is satisfied and generally likes the car. Some minor service issues were reported recently. Customer is financing the car. Customer is considering alternatives due to recurring issues.,0
1054,EV Compact,subscription,26,3,2,398.91,3,Customer drives a EV Compact. Customer is very unhappy with the car. Frequent service complaints about reliability and repairs. Customer is on a flexible subscription contract. Customer mentions switching to another brand soon.,1
1055,Sedan Basic,lease,26,2,3,348.92,3,Customer drives a Sedan Basic. Customer is neutral about the car. Some minor service issues were reported recently. Customer is currently leasing the vehicle. Customer mentions switching to another brand soon.,1
1056,EV Compact,finance,20,1,3,575.99,0,Customer drives a EV Compact. Customer is neutral about the car. Some minor service issues were reported recently. Customer is financing the car. Customer expresses loyalty to the brand.,0
1057,SUV Family,lease,44,1,4,520.27,3,Customer drives a SUV Family. Customer is satisfied and generally likes the car. Some minor service issues were reported recently. Customer is currently leasing the vehicle. Customer mentions switching to another brand soon.,1
1058,Truck Utility,lease,35,4,4,389.02,1,Customer drives a Truck Utility. Customer is satisfied and generally likes the car. Frequent service complaints about reliability and repairs. Customer is currently leasing the vehicle.,0
1059,SUV Family,finance,31,0,3,288.82,3,Customer drives a SUV Family. Customer is neutral about the car. No recent service issues or complaints. Customer considers the monthly payment affordable. Customer is financing the car. Customer mentions switching to another brand soon.,0
1060,Sedan Premium,lease,2,1,5,584.9,2,Customer drives a Sedan Premium. Customer is satisfied and generally likes the car. Some minor service issues were reported recently. Customer is currently leasing the vehicle. Customer is considering alternatives due to recurring issues.,1
